Reactant ID,Reactant SMILES,Product ID,Product SMILES,Catalyst ID,Catalyst Designation,Standard Catalyst Mixture,Mixture Change Note,Solvent 1 ID,Solvent 1 SMILES,Solvent 2 ID,Solvent 2 SMILES,Sol1_Sol2_Ratio,Oxidant ID,Oxidant SMILES,Oxidant Solution ID,Oxidant Solution SMILES,Ox/Ox_Sol,Additive ID,Additive SMILES,Temperature ©,Time,Yield (%),ee (%),er,ddG er (kcal/mol),Multiple Stereocenters,de (%),dr,ddG dr (kcal/mol),Olefin Type,DOI,Additional Notes
react_379,CCOC(=O)/C=C/c1ccc(-c2ccccc2)s1,prod_468,CCOC(=O)[C@@H](O)[C@H](O)c1ccc(-c2ccccc2)s1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,120,22,98,99,2.722322533,Yes,,,,Trans,10.1016/j.tetasy.2006.10.035,"standard sharpless conditions, rt"
react_380,CCOC(=O)/C=C/Cc1cccs1,prod_469,CCOC(=O)[C@@H](O)[C@H](O)Cc1cccs1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,18,90,94,32.33333333,1.886692938,Yes,,,,Trans,10.1016/j.tetasy.2006.10.035,standard sharpless conditions
react_381,CCOC(=O)/C=C/Cc1cc(-c2ccccc2)cs1,prod_470,CCOC(=O)[C@@H](O)[C@H](O)Cc1cc(-c2ccccc2)cs1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,40,65,88,15.66666667,1.49342775,Yes,,,,Trans,10.1016/j.tetasy.2006.10.035,standard sharpless conditions
react_382,CCOC(=O)/C=C/Cc1cc2ccccc2s1,prod_471,CCOC(=O)[C@@H](O)[C@H](O)Cc1cc2ccccc2s1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,28,47,88,15.66666667,1.49342775,Yes,,,,Trans,10.1016/j.tetasy.2006.10.035,standard sharpless conditions
react_382,CCOC(=O)/C=C/Cc1cc2ccccc2s1,prod_471,CCOC(=O)[C@@H](O)[C@H](O)Cc1cc2ccccc2s1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,24,70,84,11.5,1.446938619,Yes,,,,Trans,10.1016/j.tetasy.2006.10.035,standard sharpless conditions
react_383,CCOC(=O)/C=C/Cc1csc2ccccc12,prod_472,CCOC(=O)[C@@H](O)[C@H](O)Cc1csc2ccccc12,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,48,47,82,10.11111111,1.25575223,Yes,,,,Trans,10.1016/j.tetasy.2006.10.035,standard sharpless conditions
react_383,CCOC(=O)/C=C/Cc1csc2ccccc12,prod_472,CCOC(=O)[C@@H](O)[C@H](O)Cc1csc2ccccc12,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,20,47,81,9.526315789,1.335389114,Yes,,,,Trans,10.1016/j.tetasy.2006.10.035,"standard sharpless conditions, rt"
react_379,CCOC(=O)/C=C/c1ccc(-c2ccccc2)s1,prod_473,CCOC(=O)[C@H](O)[C@@H](O)c1ccc(-c2ccccc2)s1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,45,98,99,2.494054671,Yes,,,,Trans,10.1016/j.tetasy.2006.10.035,standard sharpless conditions
react_384,CCOC(=O)/C=C/c1cc(-c2ccccc2)cs1,prod_474,CCOC(=O)[C@H](O)[C@@H](O)c1cc(-c2ccccc2)cs1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,56,99,199,2.873002675,Yes,,,,Trans,10.1016/j.tetasy.2006.10.035,standard sharpless conditions
react_385,CCOC(=O)/C=C/c1cc(C)c(OC)c(O[Si](C)(C)C(C)(C)C)c1,prod_475,CCOC(=O)[C@H](O)[C@@H](O)c1cc(C)c(OC)c(O[Si](C)(C)C(C)(C)C)c1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,90,98,99,2.722322533,Yes,,,,Trans,10.1016/j.tet.2006.09.056,rt
react_386,CCOCc1c(/C(=C/OC)CC)cc(-c2nc3ccccc3cc2COC)nc1OCC,prod_476,CCOCc1c([C@@](O)(CC)[C@@H](O)OC)cc(-c2nc3ccccc3cc2COC)nc1OCC,cat_0,alpha,No,new metal: OsO4 4% wt in water,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,8.5,84,23,1.597402597,0.254218106,No,,,,Tri,10.1016/S0040-4020(02)00633-6,
react_387,C/C=C/P(=O)(OCc1ccccc1)OCc1ccccc1,prod_477,C[C@H](O)[C@@H](O)P(=O)(OCc1ccccc1)OCc1ccccc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,120,51,72,6.142857143,1.07544633,Yes,,,,Trans,10.1021/jo010701u,x3 os and lig
react_387,C/C=C/P(=O)(OCc1ccccc1)OCc1ccccc1,prod_477,C[C@H](O)[C@@H](O)P(=O)(OCc1ccccc1)OCc1ccccc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,144,95,78,8.090909091,1.134774014,Yes,,,,Trans,10.1021/jo010701u,x3 os and lig
react_388,CCCCC/C=C/P(=O)(OCc1ccccc1)OCc1ccccc1,prod_478,CCCCC[C@H](O)[C@@H](O)P(=O)(OCc1ccccc1)OCc1ccccc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,48,85,96,49,2.11233067,Yes,,,,Trans,10.1021/jo010701u,x3 os and lig
react_389,COC(=O)C/C=C/CO[Si](C)(C)C(C)(C)C,prod_479,COC(=O)C[C@@H](O)[C@H](O)CO[Si](C)(C)C(C)(C)C,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,36,88,92,24,1.724925629,Yes,,,,Trans,10.1002/anie.199727501,product cyclizes
react_390,CCCCCCCC/C=C/CC(=O)OC,prod_480,CCCCCCCC[C@@H](O)[C@H](O)CC(=O)OC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,48,81,95,39,1.988440635,Yes,,,,Trans,10.1002/anie.199727501,product cyclizes
react_391,C/C=C/CC(=O)OC,prod_481,COC(=O)C[C@H](O)[C@H](C)O,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,120,40,78,8.090909091,1.134774014,Yes,,,,Trans,10.1002/anie.199727501,product cyclizes
react_392,CCCC/C=C/CC(=O)OC,prod_482,CCCC[C@@H](O)[C@H](O)CC(=O)OC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,36,92,97,65.66666667,2.271235608,Yes,,,,Trans,10.1002/anie.199727501,product cyclizes
react_393,CC/C=C/CC(=O)OCC,prod_994,CCOC(=O)C[C@@H](O)[C@H](O)CC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,60,96,49,2.11233067,Yes,,,,Trans,10.1016/S0040-4039(00)79001-0,product cyclizes
react_393,CC/C=C/CC(=O)OCC,prod_483,CCOC(=O)C[C@H](O)[C@@H](O)CC,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,65,92,24,1.724925629,Yes,,,,Trans,10.1016/S0040-4039(00)79001-0,product cyclizes
react_394,CCCCCC/C=C/CC(=O)OC,prod_484,CCCCCC[C@@H](O)[C@H](O)CC(=O)OC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,80,97,65.66666667,2.271235608,Yes,,,,Trans,10.1016/S0040-4039(00)79001-0,product cyclizes
react_395,COC(=O)C/C=C/c1ccccc1,prod_485,COC(=O)C[C@@H](O)[C@H](O)c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,84,99,199,2.873002675,Yes,,,,Trans,10.1016/S0040-4039(00)79001-0,product cyclizes
react_395,COC(=O)C/C=C/c1ccccc1,prod_486,COC(=O)C[C@H](O)[C@@H](O)c1ccccc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,85,95,39,1.988440635,Yes,,,,Trans,10.1016/S0040-4039(00)79001-0,product cyclizes
react_396,CCOC(=O)C/C=C/Cc1ccccc1,prod_487,CCOC(=O)C[C@@H](O)[C@H](O)Cc1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,92,97,65.66666667,2.271235608,Yes,,,,Trans,10.1016/S0040-4039(00)79001-0,product cyclizes
react_397,COC(=O)C1=CCc2cccc(OC)c2C1,prod_488,COC(=O)[C@@]1(O)Cc2c(cccc2OC)C[C@@H]1O,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,4,5,85,83,10.76470588,1.308636721,Yes,,,,Tri,10.1021/jo990262n,
react_398,Cc1ccc(C2=CCCCC2)cc1,prod_489,Cc1ccc([C@]2(O)CCCC[C@H]2O)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,72,84,96,49,2.305661319,Yes,,,,Tri,10.1016/S0040-4039(97)01392-0,rt
react_399,COc1ccc(C2=CCCCC2)cc1,prod_490,COc1ccc([C@]2(O)CCCC[C@H]2O)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,60,95,95,39,2.170432273,Yes,,,,Tri,10.1016/S0040-4039(97)01392-0,rt
react_400,FC(F)(F)c1ccc(C2=CCCCC2)cc1,prod_491,O[C@@H]1CCCC[C@@]1(O)c1ccc(C(F)(F)F)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,96,42,91,21.22222222,1.809926313,Yes,,,,Tri,10.1016/S0040-4039(97)01392-0,rt
react_401,CCOC(=Cc1ccc(OC)cc1)OCC,prod_492,CCOC(O)(OCC)[C@H](O)c1ccc(OC)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,65,88,15.66666667,1.49342775,No,,,,Tri,10.1016/0957-4166(95)00371-1,diethyl orthoformate forms ethyl ester
react_401,CCOC(=Cc1ccc(OC)cc1)OCC,prod_493,CCOC(O)(OCC)[C@@H](O)c1ccc(OC)cc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,71,86,13.28571429,1.403955686,No,,,,Tri,10.1016/0957-4166(95)00371-1,diethyl orthoformate forms ethyl ester
react_402,CCCCCCCCCC=C(OC)OC,prod_494,CCCCCCCCC[C@H](O)C(O)(OC)OC,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,0.8,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,6,70,92,24,1.724925629,No,,,,Tri,10.1002/(SICI)1521-3765(19990802)5:8<2270::AID-CHEM2270>3.0.CO;2-L,"dimethyl orthoformate forms methyl ester, additional solvent = acetonitrile (t:a:w = 4/1/5)"
react_402,CCCCCCCCCC=C(OC)OC,prod_495,CCCCCCCCC[C@@H](O)C(O)(OC)OC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,0.8,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,6,70,98,99,2.494054671,No,,,,Tri,10.1002/(SICI)1521-3765(19990802)5:8<2270::AID-CHEM2270>3.0.CO;2-L,"dimethyl orthoformate forms methyl ester, additional solvent = acetonitrile (t:a:w = 4/1/5)"
react_403,COP(=O)(OC)OC/C=C(/C)CO[Si](C)(C)C(C)(C)C,prod_496,COP(=O)(OC)OC[C@@H](O)[C@@](C)(O)CO[Si](C)(C)C(C)(C)C,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_1,O=C([O-])O.[Na+],Not Reported,Not Reported,60,78,8.090909091,,Yes,,,,Tri,10.1021/ol991299x,
react_404,COC(=Cc1ccc(C(C)C)cc1)OC,prod_497,COC(O)(OC)[C@@H](O)c1ccc(C(C)C)cc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,0.8,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,6,93,91,21.22222222,1.658163248,No,,,,Tri,10.1002/(SICI)1521-3765(19990802)5:8<2270::AID-CHEM2270>3.0.CO;2-L,"dimethyl orthoformate forms methyl ester, additional solvent = acetonitrile (t:a:w = 4/1/5)"
react_404,COC(=Cc1ccc(C(C)C)cc1)OC,prod_498,COC(O)(OC)[C@H](O)c1ccc(C(C)C)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,0.8,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,6,93,96,49,2.11233067,No,,,,Tri,10.1002/(SICI)1521-3765(19990802)5:8<2270::AID-CHEM2270>3.0.CO;2-L,"dimethyl orthoformate forms methyl ester, additional solvent = acetonitrile (t:a:w = 4/1/5)"
react_405,C(=C1CC1)c1ccc2ccccc2c1,prod_499,O[C@H](c1ccc2ccccc2c1)C1(O)CC1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,Not Reported,Not Reported,64,90,19,,No,,,,Tri,10.1016/S0040-4039(99)01153-3,
react_405,C(=C1CC1)c1ccc2ccccc2c1,prod_500,O[C@@H](c1ccc2ccccc2c1)C1(O)CC1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,Not Reported,Not Reported,68,79,8.523809524,,No,,,,Tri,10.1016/S0040-4039(99)01153-3,
react_406,CCCCCCCCCCC=C1CC1,prod_501,CCCCCCCCCC[C@@H](O)C1(O)CC1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,81,68,5.25,0.900022549,No,,,,Tri,10.1002/0471264180.or066.02,
react_406,CCCCCCCCCCC=C1CC1,prod_502,CCCCCCCCCC[C@H](O)C1(O)CC1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,85,60,4,0.752427366,No,,,,Tri,10.1002/0471264180.or066.02,
react_407,CCOC(=Cc1ccc(N(C)C)cc1)OCC,prod_503,CCOC(O)(OCC)[C@H](O)c1ccc(N(C)C)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,16,0,1,0,No,,,,Tri,10.1016/0957-4166(95)00371-1,product config assumed based on 461_136
react_407,CCOC(=Cc1ccc(N(C)C)cc1)OCC,prod_504,CCOC(O)(OCC)[C@@H](O)c1ccc(N(C)C)cc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,23,0,1,0,No,,,,Tri,10.1016/0957-4166(95)00371-1,product config assumed based on 461_136
react_408,CCOC(=CCCc1ccccc1)OCC,prod_505,CCOC(O)(OCC)[C@@H](O)CCc1ccccc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,0.8,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,6,34,93,27.57142857,1.800220891,No,,,,Tri,10.1002/(SICI)1521-3765(19990802)5:8<2270::AID-CHEM2270>3.0.CO;2-L,"diethyl orthoformate forms ethyl ester, additional solvent = acetonitrile (t:a:w = 4/1/5)"
react_408,CCOC(=CCCc1ccccc1)OCC,prod_506,CCOC(O)(OCC)[C@H](O)CCc1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,0.8,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,6,34,94,32.33333333,1.886692938,No,,,,Tri,10.1002/(SICI)1521-3765(19990802)5:8<2270::AID-CHEM2270>3.0.CO;2-L,"diethyl orthoformate forms ethyl ester, additional solvent = acetonitrile (t:a:w = 4/1/5)"
react_409,C#C/C(C)=C/COCc1ccc(OC)cc1,prod_507,C#C[C@@](C)(O)[C@H](O)COCc1ccc(OC)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,Not Reported,Not Reported,76,93,27.57142857,,Yes,,,,Tri,10.1016/S0040-4039(99)01769-4,AD conditions assumed
react_410,CCC1=COCc2c1cc([Si](C)(C)C)nc2OC,prod_508,CC[C@]1(O)c2cc([Si](C)(C)C)nc(OC)c2CO[C@H]1O,cat_1,beta,No,new metal: OsO4,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,12,87,32,1.941176471,0.360010641,Yes,,,,Tri,10.1016/S0040-4039(01)80475-5,product oxidized
react_411,CC(C)=CCN(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,prod_509,CC(C)(C)OC(=O)N(C[C@@H](O)C(C)(C)O)C(=O)OC(C)(C)C,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,44,47,2.773584906,0.553693199,No,,,,Tri,10.1016/S0040-4039(00)73877-9,product cyclizes
react_412,CCOC(=Cc1ccc(C(C)C)cc1)OCC,prod_510,CCOC(O)(OCC)[C@H](O)c1ccc(C(C)C)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,63,80,9,1.19256916,No,,,,Tri,10.1016/0957-4166(95)00371-1,"in acetonitrile reaction yield increases to 88% with same ee, diethyl formate forms ethyl ester"
react_412,CCOC(=Cc1ccc(C(C)C)cc1)OCC,prod_511,CCOC(O)(OCC)[C@@H](O)c1ccc(C(C)C)cc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,88,70,5.666666667,0.94147487,No,,,,Tri,10.1016/0957-4166(95)00371-1,"in acetonitrile reaction yield and enantioselectivity stays the same, , diethyl formate forms ethyl ester"
react_413,CCCCC/C(C)=C/CO[Si](C)(C)C(C)(C)C,prod_512,CCCCC[C@](C)(O)[C@@H](O)CO[Si](C)(C)C(C)(C)C,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,97,97,65.66666667,2.271235608,Yes,,,,Tri,10.1016/0040-4020(95)00226-X,
react_414,C/C(=C\c1ccccc1)c1ccccc1,prod_513,C[C@@](O)(c1ccccc1)[C@H](O)c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,21,82,99,199,3.135953679,Yes,,,,Tri,10.1016/S0040-4039(00)01396-4,
react_415,COC1(OC)CC=C(COC(=O)c2ccccc2)CC1,prod_514,COC1(OC)CC[C@](O)(COC(=O)c2ccccc2)[C@@H](O)C1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,Not Reported,99,199,2.873002675,Yes,,,,Tri,10.1021/ja00149a003,
react_416,COC1(OC)CC=C(COC(=O)c2ccc([N+](=O)[O-])cc2)CC1,prod_515,COC1(OC)CC[C@](O)(COC(=O)c2ccc([N+](=O)[O-])cc2)[C@@H](O)C1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,Not Reported,99,199,2.873002675,Yes,,,,Tri,10.1021/ja00149a003,
